,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,TOTUSJZ,USFLUX,d_l_f,g_s,slf,xray_class,is_coincident
453,145.28,1446.8,38.0,29.49,54.358,67.692,-0.017179,-0.003523,5987.1,29.939,4.9597,5865300000000.0,21.473,3.2792e+23,1177.2,20338000000000.0,2.9707e+22,204.07,155210.0,8.4059,C,False
595,712.73,1380.6,59.745,61.023,89.217,91.441,0.018268,-0.015191,16053.0,52.027,4.3822,24096000000000.0,57.458,1.0003e+24,2347.8,48719000000000.0,2.9541e+22,234.02,46126.0,10.555,C,False
702,0.85296,109.32,23.482,22.88,30.146,31.31,0.93621,-0.0049881,291.44,10.009,3.6503,86568000000.0,0.0,6.6185e+19,1.4461,38234000000.0,9.0106e+19,86.374,0.0,25.498,B,False
836,37.5,432.0,48.7,26.1,46.8,86.4,0.218,-0.0115,9780.0,46.4,4.71,2160000000000.0,48.8,4.24e+22,108.0,1770000000000.0,2.26e+21,32.7,58600.0,2.29,M,False
894,96.976,320.53,26.573,32.768,96.647,97.843,-0.29683,0.0043093,1570.1,22.03,3.4209,6962200000000.0,4.6081,4.6926e+22,581.29,13357000000000.0,1.3586e+22,7.0711,0.0,3.5308,B,False
1112,97.971,699.16,55.878,68.93,105.89,105.28,-0.11625,0.0047538,10520.0,45.175,3.3492,2234600000000.0,47.892,2.8792e+23,951.49,19972000000000.0,1.3157e+22,226.08,8088.2,16.05,B,False
1168,23.265,175.06,34.4,33.398,69.577,79.618,0.14119,0.0017367,4626.2,25.47,3.6916,1016100000000.0,15.721,8.2302e+22,370.1,6628500000000.0,9.4438e+21,466.33,6297.1,66.605,B,False
1407,55.9,2120.0,55.3,69.2,107.0,107.0,0.257,-0.00112,9770.0,44.7,4.34,6600000000000.0,44.6,6.45e+23,2450.0,52100000000000.0,2.9e+22,254.0,20000.0,13.4,M,False
1485,321.0,1930.0,39.2,45.5,85.2,93.6,-0.00128,0.00356,8650.0,33.6,4.93,23700000000000.0,24.5,1.03e+24,4200.0,75300000000000.0,6.54e+22,190.0,28200.0,9.77,M,False
1555,292.37,1011.9,40.229,45.615,79.972,89.853,-0.023609,0.00551,9198.1,32.881,4.7142,12604000000000.0,25.375,6.482e+23,2702.1,42411000000000.0,3.9205e+22,210.35,19806.0,15.879,C,False
1680,129.92,958.07,43.416,31.545,56.834,64.073,0.026407,-0.0034189,10429.0,35.209,4.1998,3627200000000.0,32.241,5.2637e+23,1198.7,19167000000000.0,2.8245e+22,104.17,7934.4,8.2387,C,False
1818,108.95,347.01,25.658,32.139,80.108,84.159,-0.16954,0.0031774,1754.6,19.533,3.1414,5216500000000.0,4.6573,7.9903e+22,888.8,17879000000000.0,2.2463e+22,0.0,0.0,0.0,B,False
1885,48.929,624.29,29.462,35.314,79.704,91.704,-0.071845,-0.001479,3777.1,23.96,4.8067,2497000000000.0,12.245,1.6594e+23,1032.8,18276000000000.0,2.48e+22,351.51,48704.0,21.02,B,False
1956,37.05,622.99,39.226,45.31,97.737,99.188,-0.052587,0.0013622,5950.7,33.411,4.1578,1883000000000.0,25.019,2.1495e+23,961.27,20279000000000.0,1.774e+22,190.29,3283.6,18.837,B,False
1962,136.34,924.3,56.765,52.75,75.848,85.69,0.15143,0.0039059,19123.0,50.466,4.5628,10007000000000.0,57.194,8.8658e+23,1935.2,36211000000000.0,2.5016e+22,182.63,22463.0,8.9376,C,False
1990,884.0,2340.0,53.7,64.1,97.4,101.0,0.0484,0.0123,11800.0,45.9,4.83,25500000000000.0,48.3,1.12e+24,4380.0,83000000000000.0,4.35e+22,292.0,88400.0,12.7,X,False
2087,167.71,2872.7,51.592,68.642,110.91,114.12,0.097143,-0.0022473,8832.1,42.284,4.6899,11338000000000.0,40.352,8.7534e+23,4162.2,86536000000000.0,4.5676e+22,773.23,31147.0,38.214,C,False
2104,180.28,2340.5,35.283,44.545,94.485,98.094,0.11482,0.0018643,3912.9,28.745,4.4992,5899000000000.0,15.287,5.0251e+23,3799.1,77057000000000.0,5.986e+22,1302.0,4038.4,96.091,C,False
2123,380.0,828.0,30.2,39.9,92.5,96.3,-0.237,0.00792,4150.0,24.6,4.15,18800000000000.0,11.8,2.64e+23,1830.0,33000000000000.0,3.53e+22,163.0,1920.0,22.0,M,False
2152,363.0,839.0,31.1,43.0,106.0,107.0,-0.0274,0.00926,3030.0,25.9,3.9,20800000000000.0,9.23,1.58e+23,1440.0,29500000000000.0,2.48e+22,562.0,379.0,72.2,M,False
2190,1662.3,4096.5,50.077,55.722,96.164,102.75,0.19022,0.01425,15424.0,43.38,4.8933,62936000000000.0,42.916,2.3897e+24,6078.0,117690000000000.0,8.028e+22,321.02,124890.0,9.9231,C,False
2197,996.15,3397.8,44.95,49.391,89.829,95.495,-0.11131,0.0092004,13459.0,38.288,4.9622,37785000000000.0,35.212,1.9353e+24,5156.7,96419000000000.0,7.9561e+22,303.04,104610.0,10.813,C,False
2217,987.0,1570.0,39.6,42.0,80.7,86.0,-0.159,-0.0129,8480.0,33.2,4.48,44100000000000.0,25.6,8.63e+23,3080.0,56700000000000.0,5.43e+22,290.0,19400.0,18.3,M,False
2283,239.24,2357.3,41.218,46.154,93.527,96.847,-0.045008,-0.0025523,7198.2,35.468,4.4753,10061000000000.0,26.867,8.9607e+23,3561.9,75791000000000.0,6.06e+22,110.08,1330.1,6.3456,C,False
2459,50.03,404.85,31.15,35.787,84.455,88.642,-0.16276,-0.0018409,3410.0,25.952,3.9846,2371900000000.0,11.399,1.2308e+23,852.98,16977000000000.0,1.7781e+22,275.88,409.38,48.041,B,False
2463,224.85,682.79,30.406,47.081,118.33,119.16,-0.10301,-0.0084556,2425.2,25.674,3.3062,9224800000000.0,6.9081,8.5647e+22,1121.7,23140000000000.0,1.751e+22,175.27,158.04,38.606,B,False
2516,221.62,2352.2,49.381,53.695,97.486,99.806,-0.022708,-0.0034209,12422.0,41.9,4.3944,1888900000000.0,39.995,1.0688e+24,2676.9,56708000000000.0,4.1571e+22,565.37,3946.8,25.603,C,False
2523,28.26,818.71,35.191,28.486,67.59,69.184,-0.18335,-0.00052462,7557.1,28.977,4.8055,5046900000000.0,19.688,5.4066e+23,1441.2,26713000000000.0,3.6363e+22,531.71,97535.0,33.795,B,False
2540,151.73,999.38,50.422,55.183,92.641,99.213,0.1802,-0.0074352,14505.0,43.451,4.0431,3476300000000.0,44.529,3.9314e+23,995.51,18637000000000.0,1.5478e+22,103.73,11459.0,6.6361,B,False
2590,483.66,574.95,34.568,43.145,102.66,103.51,0.42071,0.017321,4812.1,28.971,0.0,16178000000000.0,15.485,1.7845e+23,1167.1,21797000000000.0,1.801e+22,528.08,24143.0,31.687,C,False
2592,26.542,139.63,25.43,28.824,66.397,69.016,0.059754,0.0019769,1854.6,18.811,0.0,1042100000000.0,2.9937,3.3073e+22,335.33,6017100000000.0,9.3398e+21,596.93,320.18,65.087,B,False
2681,34.203,290.14,26.611,27.932,47.607,49.857,-0.10829,0.0024427,2249.8,21.626,4.3876,1612200000000.0,4.7418,4.1839e+22,271.64,4409000000000.0,1.0361e+22,157.58,70208.0,9.8333,C,False
2748,114.08,746.47,52.203,49.939,87.578,90.777,0.039643,-0.0044699,12167.0,45.46,4.1402,3464500000000.0,47.095,4.1236e+23,1051.5,23499000000000.0,1.5317e+22,101.21,2302.9,7.5549,B,False
2750,49.278,572.45,46.594,42.217,79.595,83.703,-0.10376,-0.0017355,10010.0,40.916,3.7199,3113100000000.0,37.299,3.7746e+23,1075.1,23424000000000.0,1.7836e+22,29.53,0.0,2.4241,B,False
2753,124.09,1064.4,30.23,36.179,74.392,79.543,-0.044854,0.0019243,3041.9,24.562,4.1375,2892600000000.0,9.8801,2.6054e+23,1981.7,37505000000000.0,4.4506e+22,232.34,95.665,72.181,C,False
2823,238.28,1356.6,47.217,48.791,82.617,88.429,-0.08528,-0.0042312,10079.0,40.81,4.6645,5393800000000.0,39.268,7.5386e+23,2456.9,48777000000000.0,3.9571e+22,259.61,17263.0,12.499,B,False
2824,155.73,1138.7,57.887,55.09,87.184,89.269,0.15884,-0.0047379,14301.0,49.514,3.7584,2792400000000.0,56.108,6.2428e+23,1249.2,29549000000000.0,2.0105e+22,300.06,6798.1,16.364,B,False
2832,227.04,953.62,43.934,43.643,83.651,87.573,-0.052584,-0.0054336,8630.4,37.189,4.3567,6432900000000.0,33.373,4.7892e+23,1581.0,32380000000000.0,2.7387e+22,286.95,6017.7,18.685,B,False
2884,263.61,787.31,44.694,63.572,116.8,115.31,0.14129,-0.0097153,6164.8,35.704,3.7882,7840000000000.0,29.144,2.2215e+23,1405.0,26887000000000.0,1.8242e+22,421.52,5007.7,35.878,B,False
2887,69.735,81.407,30.467,46.386,89.677,112.65,-0.33105,0.010702,4555.3,24.965,3.1413,1892300000000.0,11.28,3.942e+22,340.83,6371300000000.0,4.6508e+21,0.0,0.0,0.0,C,False
2930,361.65,2172.9,48.79,62.36,108.43,109.18,0.53381,0.0087145,7043.5,38.307,3.9962,11609000000000.0,33.562,3.8821e+23,1946.6,42051000000000.0,2.3735e+22,502.45,4030.9,33.618,B,False
2999,4.9559,486.55,52.526,36.028,56.069,63.407,-0.025121,-0.0001986,14235.0,45.722,4.0472,3706000000000.0,47.408,4.7184e+23,896.38,15280000000000.0,1.6785e+22,796.33,5117.5,65.717,C,False
3022,187.0,951.0,52.8,61.2,98.7,104.0,0.199,-0.00543,11600.0,44.9,4.42,8830000000000.0,47.2,5.31e+23,1840.0,37300000000000.0,2.33e+22,256.0,14300.0,14.8,M,False
3053,299.35,1367.2,40.042,42.625,80.058,86.403,0.045838,-0.0048522,8107.3,34.382,4.5395,18302000000000.0,25.663,6.6426e+23,2414.4,45562000000000.0,4.4739e+22,278.27,9063.2,19.404,B,False
3073,349.0,1560.0,49.0,61.7,108.0,110.0,0.276,-0.01,10100.0,39.8,4.09,14400000000000.0,36.5,4.65e+23,1640.0,34500000000000.0,2.21e+22,740.0,6160.0,46.7,M,False
3090,577.75,1393.4,42.037,59.874,118.04,121.67,0.3138,0.018767,4667.4,34.319,4.3102,25992000000000.0,24.745,1.9083e+23,1659.1,35357000000000.0,1.7762e+22,86.744,9372.8,9.0645,C,False
3177,176.0,1630.0,45.2,58.6,107.0,111.0,0.0869,-0.00291,6620.0,37.9,4.58,2760000000000.0,32.0,5.32e+23,2920.0,60200000000000.0,3.82e+22,334.0,17100.0,19.7,M,False
3178,62.3,393.0,27.6,29.5,72.5,81.4,-0.179,-0.00252,1940.0,21.3,4.75,3180000000000.0,6.95,6.38e+22,573.0,11900000000000.0,1.58e+22,79.7,105000.0,4.35,M,False
3197,70.042,394.21,40.273,38.625,84.517,87.041,0.022501,-0.0035803,8553.1,34.304,3.9063,6961400000000.0,26.766,2.2225e+23,650.41,13682000000000.0,1.2702e+22,0.0,0.0,0.0,B,False
3213,16.3,394.0,28.6,33.9,76.1,80.6,-0.102,0.00043,2750.0,21.5,3.97,1990000000000.0,6.75,1.39e+23,1170.0,21900000000000.0,2.67e+22,63.2,308.0,17.4,M,False
3226,124.4,1699.6,49.35,62.386,105.45,105.2,0.25521,0.0021573,5617.2,40.254,4.6294,14755000000000.0,35.544,4.3019e+23,2626.4,65027000000000.0,2.8596e+22,212.9,16884.0,14.797,C,False
3255,253.39,863.34,56.906,77.603,106.97,116.89,0.024985,0.010346,14512.0,47.234,4.603,5909300000000.0,50.627,4.7209e+23,2050.1,35482000000000.0,1.6081e+22,118.76,33455.0,6.8961,C,False
3280,321.89,1420.0,50.346,52.435,85.03,90.446,-0.068603,-0.0057084,12030.0,43.974,4.5035,7364400000000.0,44.605,9.0091e+23,2496.8,49881000000000.0,3.9633e+22,270.98,25609.0,12.814,C,False
3319,712.0,3150.0,40.6,36.5,70.0,85.4,0.105,0.00576,9000.0,34.9,4.57,37000000000000.0,27.9,1.48e+24,4950.0,81600000000000.0,9.18e+22,358.0,24700.0,16.6,M,False
3335,1006.2,4231.3,48.605,55.468,97.858,103.51,0.049335,0.0068609,12288.0,42.195,5.1087,44176000000000.0,40.525,2.3932e+24,7463.7,147010000000000.0,1.0006e+23,572.84,224020.0,17.042,C,False
3341,218.0,1290.0,46.0,27.4,50.5,61.1,0.0488,0.00441,10400.0,34.7,4.58,16500000000000.0,31.1,6.8e+23,1310.0,22900000000000.0,3.36e+22,257.0,77300.0,13.4,M,False
3416,121.66,957.68,56.128,69.656,103.0,105.19,0.16716,-0.0038957,10308.0,46.223,4.6044,3145300000000.0,47.235,4.2754e+23,1675.3,36402000000000.0,1.7645e+22,221.77,19115.0,12.693,B,False
3431,208.9,1002.9,32.883,38.956,91.047,91.964,-0.095316,-0.0037254,3212.0,27.518,3.9961,12968000000000.0,13.425,2.392e+23,1869.1,39005000000000.0,3.4074e+22,338.96,1179.9,42.875,C,False
3432,51.5,1210.0,35.1,45.3,102.0,104.0,0.0517,-0.00101,4330.0,29.5,4.37,2320000000000.0,16.5,2.92e+23,1960.0,41400000000000.0,3.25e+22,288.0,2660.0,24.6,M,False
3491,7.9515,112.71,34.568,44.343,93.847,104.03,0.20855,-0.00083753,3296.7,26.922,3.7792,1076400000000.0,12.187,4.1567e+22,437.27,8565900000000.0,6.0247e+21,0.0,0.0,0.0,B,False
3501,56.524,587.26,27.696,29.496,78.058,78.717,-0.029555,-0.0012521,2302.2,21.984,3.8188,1533400000000.0,7.1992,1.3803e+23,1044.3,22168000000000.0,2.781e+22,0.0,0.0,0.0,B,False
3502,255.0,1400.0,37.3,54.2,108.0,111.0,0.0489,0.00631,4170.0,30.5,4.4,13500000000000.0,17.5,2.23e+23,1930.0,42100000000000.0,2.5e+22,1100.0,4920.0,100.0,M,False
3509,33.97,805.61,31.101,40.157,93.604,97.643,-0.07737,0.0007568,2954.8,25.55,0.0,4105400000000.0,10.818,1.7614e+23,1518.8,30791000000000.0,2.9865e+22,1114.9,5026.3,91.388,C,False
3513,93.845,546.9,29.846,33.669,73.316,81.645,-0.064563,0.0023644,3124.5,22.629,0.0,4994400000000.0,9.2109,1.647e+23,1222.2,22447000000000.0,2.7771e+22,645.69,239.16,201.68,C,False
3519,31.074,1376.9,50.323,68.217,112.66,114.64,0.23823,0.0010549,7763.9,39.833,3.8542,3694600000000.0,36.771,3.0374e+23,1526.8,32384000000000.0,1.843e+22,280.79,7361.3,21.62,B,False
3521,31.344,129.49,31.575,35.851,72.875,74.679,-0.19816,0.0023407,2940.0,24.949,3.291,1406400000000.0,6.0339,5.2285e+22,427.17,7558700000000.0,9.0822e+21,145.44,124.98,32.844,B,False
3564,16.307,725.74,44.985,55.671,108.76,108.4,0.18414,-0.00070705,7342.9,37.19,3.9878,3433200000000.0,31.045,2.249e+23,993.12,22211000000000.0,1.37e+22,199.77,1435.2,19.099,C,False
3567,47.738,982.41,47.049,55.633,101.29,103.24,0.084007,-0.0014751,9223.2,39.425,4.4872,1385200000000.0,35.682,3.9642e+23,1433.6,30462000000000.0,2.1052e+22,181.94,8372.5,12.089,B,False
3587,128.0,1880.0,38.4,36.0,66.4,78.3,0.00281,0.00138,7970.0,33.3,4.61,10500000000000.0,24.7,9.79e+23,3470.0,57900000000000.0,6.83e+22,403.0,10800.0,28.9,M,False
3588,253.0,982.0,48.3,54.8,101.0,101.0,0.553,-0.0105,14000.0,41.1,3.81,6930000000000.0,39.0,4.47e+23,1110.0,23300000000000.0,1.6e+22,192.0,5620.0,13.2,M,False
3699,11.496,628.14,30.756,37.985,87.497,90.542,-0.13483,-0.00026667,3951.1,23.983,4.2174,3764300000000.0,11.598,2.2622e+23,1537.1,30237000000000.0,3.0303e+22,113.98,0.0,11.665,C,False
3706,45.962,1143.7,46.739,62.52,111.78,112.3,-0.16495,-0.001561,7987.9,37.878,4.0292,3516500000000.0,33.262,3.1236e+23,1469.4,32130000000000.0,1.8555e+22,153.23,5847.3,11.187,C,False
3753,5.0447,767.37,36.125,44.928,93.462,96.723,-0.10844,-0.00013338,5308.3,30.656,3.9831,2196300000000.0,18.068,2.6664e+23,1549.0,30486000000000.0,2.6425e+22,215.63,1994.5,19.759,B,False
3755,241.0,1300.0,51.6,67.8,107.0,109.0,0.36,0.00837,9100.0,41.9,4.35,13600000000000.0,40.0,3.48e+23,1620.0,33400000000000.0,1.6e+22,63.9,12700.0,4.88,X,False
3763,234.0,977.0,35.5,41.9,90.0,95.7,0.113,0.00477,5140.0,30.2,4.43,12500000000000.0,16.8,3.35e+23,1880.0,38500000000000.0,3.17e+22,95.1,2280.0,7.8,M,False
3811,1050.6,2773.4,44.413,57.38,100.92,108.82,-0.001118,0.0097601,9099.0,38.422,5.1193,44096000000000.0,32.299,1.3007e+24,6108.6,117240000000000.0,7.1323e+22,553.19,58460.0,23.144,B,False
3816,192.84,2854.9,47.515,63.999,113.45,117.51,0.12181,-0.0025287,7422.9,39.086,4.7042,5048400000000.0,34.938,7.5178e+23,4099.0,84928000000000.0,4.7622e+22,784.86,22140.0,42.683,C,False
3837,173.28,563.83,39.59,37.649,69.264,83.905,0.0014865,-0.0045105,6667.8,32.301,3.9781,5965000000000.0,24.683,3.402e+23,1318.3,22993000000000.0,2.8086e+22,612.44,2468.1,63.766,C,False
3847,75.783,1362.6,45.255,56.681,109.07,110.2,0.48668,-0.0022416,6631.7,36.535,4.1023,8557300000000.0,30.779,2.9776e+23,1408.4,31619000000000.0,2.0009e+22,332.48,1742.6,28.118,B,False
3848,48.06,1267.5,35.361,45.846,106.22,107.88,0.017849,-0.0011705,4975.8,29.839,3.97,1058400000000.0,17.086,2.7134e+23,1540.7,33248000000000.0,2.7367e+22,350.11,1535.3,35.141,C,False
3856,20.622,472.02,50.692,69.028,112.16,112.34,0.46521,-0.0020426,9537.5,40.236,2.9859,2427100000000.0,40.917,1.2788e+23,479.48,10277000000000.0,6.7761e+21,247.44,1848.9,25.427,B,False
3866,87.639,2516.8,55.203,63.371,97.621,100.11,0.049684,0.0011875,9221.1,46.152,4.5608,8302000000000.0,48.272,9.0382e+23,3558.1,79117000000000.0,4.2246e+22,379.67,49149.0,17.556,C,False
3871,79.14,2708.2,53.266,64.792,106.4,106.86,0.29497,-0.0010226,8435.4,43.751,4.1891,11762000000000.0,43.33,8.6701e+23,4059.4,88472000000000.0,4.3912e+22,370.65,46244.0,18.744,C,False
3872,133.0,2650.0,40.9,51.0,100.0,102.0,0.0571,-0.00118,4940.0,34.0,4.65,4290000000000.0,25.0,7.38e+23,4830.0,100000000000000.0,6.82e+22,416.0,20400.0,24.4,M,False
3877,37.794,417.48,38.31,43.915,85.168,90.13,-0.31297,0.001884,6104.5,31.568,4.1017,3193700000000.0,22.303,1.6263e+23,786.02,14542000000000.0,1.4726e+22,252.01,565.43,31.569,B,False
3884,44.309,241.3,33.826,47.919,118.97,119.66,0.20205,-0.0044478,2424.5,28.123,2.3253,1298000000000.0,12.046,3.2076e+22,395.14,8653100000000.0,5.9422e+21,233.22,71.552,57.435,B,False
3894,59.838,753.21,40.447,41.906,77.328,84.211,-0.10361,-0.0014449,7918.3,34.352,4.3216,2195800000000.0,26.321,4.3551e+23,1755.7,32651000000000.0,3.0118e+22,180.0,2628.4,14.639,C,False
3905,152.84,822.6,54.16,63.035,100.92,102.59,0.17208,-0.0095141,11520.0,43.096,3.5246,1676400000000.0,46.499,2.4579e+23,684.95,15264000000000.0,1.0171e+22,139.42,695.34,11.419,B,False
3929,881.0,1500.0,58.1,62.2,86.7,93.6,0.0878,0.0168,16200.0,50.9,4.86,33500000000000.0,57.0,1.12e+24,3040.0,60200000000000.0,3.35e+22,238.0,77200.0,9.51,M,False
3930,621.0,1270.0,59.0,59.1,84.5,89.5,-0.0175,0.014,14900.0,51.3,4.5,27600000000000.0,58.4,8.75e+23,2220.0,45000000000000.0,2.76e+22,256.0,38000.0,12.3,M,False
3940,85.281,1669.2,46.757,56.955,103.98,108.2,0.19369,-0.0015227,7966.2,39.602,4.6676,5782100000000.0,36.047,5.9255e+23,2697.0,55081000000000.0,3.6004e+22,565.04,13768.0,34.131,B,False
3955,585.0,2560.0,42.8,47.4,89.9,95.4,0.0805,-0.00528,9160.0,37.2,4.87,14900000000000.0,30.7,1.35e+24,5090.0,99900000000000.0,7.75e+22,294.0,32000.0,11.8,M,False
3972,923.87,1550.2,40.381,39.655,69.494,76.33,-0.093013,-0.012215,7860.1,33.899,4.8465,24845000000000.0,26.431,7.8956e+23,3085.6,53101000000000.0,5.5349e+22,258.95,9166.9,17.139,C,False
3985,345.08,244.66,39.447,56.262,102.51,111.47,0.10422,-0.026598,6758.3,32.669,4.1695,12407000000000.0,20.185,1.1645e+23,845.1,13799000000000.0,8.8561e+21,126.73,5048.1,14.582,B,False
4010,258.01,2991.4,54.189,55.387,88.854,90.591,0.2253,-0.0031405,12209.0,45.673,4.5148,9930600000000.0,47.473,1.3322e+24,3691.9,79317000000000.0,4.8496e+22,598.62,30173.0,22.261,C,False
4013,177.17,2538.6,46.721,52.564,98.467,99.819,0.049776,0.0024119,9822.3,38.88,4.2629,11982000000000.0,35.047,9.5822e+23,3277.6,69716000000000.0,4.6535e+22,602.51,9681.9,27.92,C,False
4079,22.853,429.86,39.31,86.687,157.43,156.04,0.78543,0.0039827,3637.4,25.921,2.6751,2301700000000.0,9.4632,2.7718e+22,346.91,6503700000000.0,3.9316e+21,251.27,193.86,48.392,B,False
4080,0.0078751,1150.1,40.156,31.763,53.966,64.626,-0.058232,-2.2944e-07,6994.7,35.177,4.8875,3669500000000.0,26.564,3.1885e+23,1018.7,17308000000000.0,2.5396e+22,133.62,55878.0,10.424,C,False
4093,838.0,782.0,53.8,59.7,95.4,102.0,0.141,0.0358,14400.0,46.2,4.5,27000000000000.0,48.7,4.49e+23,1670.0,28000000000000.0,1.52e+22,68.3,17100.0,4.19,M,False
4095,267.6,631.21,38.2,40.004,77.092,98.61,0.15162,-0.0081443,7922.0,32.396,4.3649,10828000000000.0,23.852,3.4568e+23,1525.4,25633000000000.0,2.3584e+22,343.49,1583.2,41.033,C,False
4113,610.0,552.0,47.0,54.8,87.9,103.0,-0.114,-0.0236,10900.0,40.1,4.63,21200000000000.0,35.8,3.74e+23,1830.0,28900000000000.0,1.87e+22,113.0,13100.0,8.37,M,False
4183,90.309,386.05,41.235,35.88,72.125,74.199,0.081804,-0.0044176,9491.1,34.695,3.6854,850910000000.0,29.365,2.5768e+23,761.69,13743000000000.0,1.3877e+22,0.0,0.0,0.0,B,False
4184,117.35,455.28,45.766,43.494,87.918,88.667,0.13131,-0.0062674,11072.0,39.996,3.4664,1250700000000.0,36.618,2.7531e+23,719.95,15271000000000.0,1.1831e+22,0.0,0.0,0.0,B,False
4189,59.75,258.57,38.949,37.254,78.436,86.003,0.12416,-0.0042515,7352.2,33.173,3.9237,887990000000.0,26.953,1.3722e+23,495.92,10103000000000.0,9.3969e+21,0.0,0.0,0.0,B,False
4190,302.0,582.0,41.7,60.3,110.0,117.0,-0.0216,-0.0136,7190.0,35.0,4.49,7060000000000.0,24.0,2.12e+23,1430.0,24900000000000.0,1.61e+22,145.0,5740.0,12.1,M,False
4200,36.904,1309.8,45.25,51.644,93.789,95.123,-0.02003,-0.00068337,7397.6,37.939,4.2544,6007900000000.0,33.206,5.3054e+23,2202.2,46789000000000.0,3.4503e+22,433.68,12112.0,23.663,B,False
4219,0.0,34.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.84,0.0,0.0,0.0,0.0,0.0,0.0,145.0,118000.0,6.43,M,False
4223,351.0,1550.0,51.0,63.3,108.0,109.0,0.118,0.00899,9830.0,42.1,4.32,14700000000000.0,41.3,5.1e+23,2050.0,41800000000000.0,2.47e+22,235.0,13800.0,13.9,M,False
4225,91.259,1280.7,41.817,55.317,115.26,115.39,0.24811,0.0022396,6492.7,34.728,3.8527,5232900000000.0,26.151,3.5136e+23,1762.8,37445000000000.0,2.5707e+22,263.81,4510.6,19.853,B,False
4226,35.7,568.0,46.2,47.4,81.4,92.6,0.118,-0.0016,10900.0,40.6,4.32,1360000000000.0,38.3,3.25e+23,1040.0,18700000000000.0,1.68e+22,234.0,2590.0,19.3,M,False
4227,530.0,872.0,53.3,74.0,115.0,118.0,0.259,-0.0204,9720.0,42.1,4.39,22300000000000.0,41.1,3.36e+23,1700.0,32400000000000.0,1.62e+22,269.0,18400.0,17.8,M,False
4228,21.1,115.0,32.2,30.5,67.5,89.9,0.0387,-0.00286,2880.0,24.5,0.0,166000000000.0,10.4,2.82e+22,194.0,3530000000000.0,5.07e+21,119.0,6050.0,18.9,M,False
4269,4.7631,946.94,36.392,53.875,124.21,126.18,0.54071,-0.00023112,2615.4,29.886,3.504,5733200000000.0,15.391,7.1582e+22,1095.6,24123000000000.0,1.2161e+22,66.189,112.76,22.171,C,False
4286,378.13,1291.9,56.788,48.107,79.162,83.181,0.40175,0.0080318,19808.0,50.614,4.4064,10196000000000.0,56.287,1.2386e+24,2192.2,43511000000000.0,3.0559e+22,53.788,5230.8,2.4444,B,False
4303,78.487,536.55,60.504,74.411,99.194,104.96,0.21151,0.0039299,13179.0,50.285,4.0938,2174500000000.0,55.675,3.4958e+23,1234.6,24647000000000.0,1.2529e+22,195.59,16512.0,12.086,B,False
4304,45.172,678.18,53.034,54.813,89.476,92.508,0.070243,0.0018485,12016.0,45.331,4.3075,1475300000000.0,47.377,3.8998e+23,994.05,21199000000000.0,1.6204e+22,274.46,3966.6,17.064,B,False
4306,60.294,701.39,45.733,43.869,78.088,84.424,0.012896,-0.0018015,10242.0,39.54,4.1994,2800200000000.0,36.666,4.5526e+23,1203.5,25024000000000.0,2.2678e+22,305.53,1619.4,22.065,B,False
4312,545.0,1590.0,43.0,49.4,98.7,102.0,0.0715,0.00993,8350.0,37.3,4.47,22600000000000.0,29.9,6.08e+23,2330.0,49000000000000.0,3.6e+22,477.0,1510.0,28.2,M,False
4347,269.48,1586.2,33.94,40.785,89.065,92.397,-0.12041,0.003147,4859.9,28.55,4.4035,12682000000000.0,15.204,5.5267e+23,3047.5,60718000000000.0,5.9103e+22,644.35,4085.7,46.068,C,False
4348,102.52,924.56,32.244,31.224,71.84,82.691,-0.11978,0.0018376,4521.4,26.497,4.8021,6246100000000.0,14.843,3.3503e+23,1726.2,30903000000000.0,3.8936e+22,402.03,99548.0,21.803,C,False
